1741913529.4254,2025-03-13 17:52:09.425,121,false,450.0,4204.103,4281.026,4171.282,4227.179,4223.59
1741913529.4332,2025-03-13 17:52:09.433,122,false,450.0,4173.333,4256.41,4191.282,4189.231,4202.564
1741913529.4412,2025-03-13 17:52:09.441,123,false,1023.0,4174.872,4258.462,4248.718,4203.59,4211.795
1741913529.4489,2025-03-13 17:52:09.448,124,false,450.0,4152.308,4252.308,4283.077,4191.795,4180.0
1741913529.4569,2025-03-13 17:52:09.456,125,false,450.0,4156.41,4264.615,4275.897,4193.846,4181.026
1741913529.4649,2025-03-13 17:52:09.464,126,false,450.0,4189.744,4285.128,4263.077,4220.513,4222.051
1741913529.4727002,2025-03-13 17:52:09.472,127,false,231.0,4201.026,4287.179,4220.0,4223.59,4232.308
1741913529.4805,2025-03-13 17:52:09.480,0,false,450.0,4193.846,4274.872,4175.897,4211.282,4213.333
1741913529.4882,2025-03-13 17:52:09.488,1,false,450.0,4190.769,4281.026,4167.692,4209.231,4209.744
1741913529.496,2025-03-13 17:52:09.496,2,false,1023.0,4202.564,4303.59,4224.615,4230.256,4229.231
1741913529.504,2025-03-13 17:52:09.504,3,false,450.0,4210.256,4305.641,4257.949,4241.538,4233.846
1741913529.512,2025-03-13 17:52:09.512,4,false,1023.0,4203.59,4299.487,4284.615,4221.026,4216.41
1741913529.5198,2025-03-13 17:52:09.519,5,false,450.0,4194.359,4293.333,4301.026,4210.769,4211.282
1741913529.5275,2025-03-13 17:52:09.527,6,false,0.0,4196.41,4285.128,4286.667,4233.846,4225.128
1741913529.5353,2025-03-13 17:52:09.535,7,false,450.0,4207.692,4297.436,4256.41,4247.692,4235.897
1741913529.5431,2025-03-13 17:52:09.543,8,false,450.0,4195.385,4291.282,4229.231,4212.821,4217.436
1741913529.5511,2025-03-13 17:52:09.551,9,false,1023.0,4148.718,4242.051,4205.128,4153.846,4155.385
1741913529.5591,2025-03-13 17:52:09.559,10,false,450.0,4137.436,4225.641,4176.923,4144.103,4135.385
1741913529.567,2025-03-13 17:52:09.567,11,false,1023.0,4211.795,4293.333,4195.385,4223.077,4226.154
1741913529.575,2025-03-13 17:52:09.575,12,false,450.0,4266.154,4346.667,4241.026,4279.487,4301.538
1741913529.5828,2025-03-13 17:52:09.582,13,false,450.0,4208.205,4303.59,4280.0,4221.026,4248.205
1741913529.5906,2025-03-13 17:52:09.590,14,false,450.0,4161.026,4270.769,4275.385,4180.513,4186.154
1741913529.5986,2025-03-13 17:52:09.598,15,false,1023.0,4226.667,4317.949,4258.462,4253.333,4235.897
1741913529.6065,2025-03-13 17:52:09.606,16,false,0.0,4271.795,4334.359,4249.231,4290.256,4289.231
1741913529.6145,2025-03-13 17:52:09.614,17,false,0.0,4193.846,4262.564,4203.077,4195.385,4217.436
1741913529.6225,2025-03-13 17:52:09.622,18,false,0.0,4156.923,4242.051,4175.385,4153.846,4154.872
1741913529.6305,2025-03-13 17:52:09.630,19,false,0.0,4259.487,4332.308,4219.487,4257.436,4256.923
