1741911833.9934,2025-03-13 17:23:53.993,blink,neutral,0.0,laugh,0.471725
1741911834.0251,2025-03-13 17:23:54.025,neutral,neutral,0.0,laugh,0.471725
1741911834.0566,2025-03-13 17:23:54.056,neutral,neutral,0.0,laugh,0.471725
1741911834.0879,2025-03-13 17:23:54.087,neutral,neutral,0.0,laugh,0.375584
1741911834.119,2025-03-13 17:23:54.119,neutral,neutral,0.0,laugh,0.375584
1741911834.1506,2025-03-13 17:23:54.150,neutral,neutral,0.0,laugh,0.375584
1741911834.1817,2025-03-13 17:23:54.181,neutral,neutral,0.0,laugh,0.375584
1741911834.2134,2025-03-13 17:23:54.213,neutral,frown,0.831994,neutral,0.0
1741911834.2451,2025-03-13 17:23:54.245,neutral,frown,0.831994,neutral,0.0
1741911834.277,2025-03-13 17:23:54.277,neutral,frown,0.831994,neutral,0.0
1741911834.3086,2025-03-13 17:23:54.308,neutral,frown,0.831994,neutral,0.0
1741911834.3401,2025-03-13 17:23:54.340,neutral,frown,0.719094,neutral,0.0
1741911834.3714,2025-03-13 17:23:54.371,neutral,frown,0.719094,neutral,0.0
1741911834.4025,2025-03-13 17:23:54.402,neutral,frown,0.719094,neutral,0.0
1741911834.4338,2025-03-13 17:23:54.433,neutral,frown,0.719094,neutral,0.0
1741911834.4652,2025-03-13 17:23:54.465,neutral,neutral,0.0,laugh,0.715338
1741911834.4965,2025-03-13 17:23:54.496,neutral,neutral,0.0,laugh,0.715338
1741911834.5284,2025-03-13 17:23:54.528,neutral,neutral,0.0,laugh,0.715338
1741911834.5601,2025-03-13 17:23:54.560,neutral,neutral,0.0,laugh,0.715338
1741911834.5916,2025-03-13 17:23:54.591,neutral,neutral,0.0,laugh,0.658474
1741911834.6234,2025-03-13 17:23:54.623,blink,neutral,0.0,laugh,0.658474
1741911834.6549,2025-03-13 17:23:54.654,blink,neutral,0.0,laugh,0.658474
1741911834.6862,2025-03-13 17:23:54.686,blink,neutral,0.0,laugh,0.658474
1741911834.7173,2025-03-13 17:23:54.717,blink,neutral,0.0,smile,0.208602
1741911834.7489,2025-03-13 17:23:54.748,blink,neutral,0.0,smile,0.208602
1741911834.7806,2025-03-13 17:23:54.780,neutral,neutral,0.0,smile,0.208602
1741911834.8119,2025-03-13 17:23:54.811,neutral,neutral,0.0,smile,0.208602
1741911834.8438,2025-03-13 17:23:54.843,neutral,neutral,0.0,smile,0.173722
1741911834.8753,2025-03-13 17:23:54.875,neutral,neutral,0.0,smile,0.173722
1741911834.9071,2025-03-13 17:23:54.907,neutral,neutral,0.0,smile,0.173722
1741911834.9386,2025-03-13 17:23:54.938,neutral,neutral,0.0,smile,0.173722
1741911834.9701,2025-03-13 17:23:54.970,neutral,frown,0.871602,neutral,0.0
1741911835.0018,2025-03-13 17:23:55.001,neutral,frown,0.871602,neutral,0.0
1741911835.0331,2025-03-13 17:23:55.033,neutral,frown,0.871602,neutral,0.0
1741911835.0643,2025-03-13 17:23:55.064,neutral,frown,0.871602,neutral,0.0
1741911835.0956,2025-03-13 17:23:55.095,neutral,frown,0.836388,neutral,0.0
1741911835.1271,2025-03-13 17:23:55.127,neutral,frown,0.836388,neutral,0.0
1741911835.159,2025-03-13 17:23:55.159,neutral,frown,0.836388,neutral,0.0
1741911835.1907,2025-03-13 17:23:55.190,neutral,frown,0.836388,neutral,0.0
1741911835.2223,2025-03-13 17:23:55.222,neutral,frown,0.842033,neutral,0.0
1741911835.2538,2025-03-13 17:23:55.253,neutral,frown,0.842033,neutral,0.0
1741911835.2853,2025-03-13 17:23:55.285,neutral,frown,0.842033,neutral,0.0
1741911835.3169,2025-03-13 17:23:55.316,neutral,frown,0.842033,neutral,0.0
1741911835.3482,2025-03-13 17:23:55.348,neutral,frown,0.841292,neutral,0.0
