1741913831.2725,2025-03-13 17:57:11.272,false,-1,true,0.749129,true,0.707355,true,0.511521,true,0.427998,true,0.394006
1741913831.7767,2025-03-13 17:57:11.776,false,-1,true,0.716686,true,0.690874,true,0.515172,true,0.427993,true,0.386755
1741913832.2811,2025-03-13 17:57:12.281,false,-1,true,0.598126,true,0.6694,true,0.518558,true,0.392115,true,0.356049
1741913832.7864,2025-03-13 17:57:12.786,false,-1,true,0.476624,true,0.652085,true,0.519227,true,0.37886,true,0.352077
1741913833.2898,2025-03-13 17:57:13.289,false,-1,true,0.414453,true,0.651993,true,0.519964,true,0.378863,true,0.352081
1741913833.7953,2025-03-13 17:57:13.795,false,-1,true,0.401133,true,0.676208,true,0.53073,true,0.378866,true,0.361184
1741913834.3004,2025-03-13 17:57:14.300,false,-1,true,0.302381,true,0.692576,true,0.576427,true,0.402928,true,0.366103
1741913834.8048,2025-03-13 17:57:14.804,false,-1,true,0.302437,true,0.703706,true,0.650267,true,0.406322,true,0.368221
1741913835.3095,2025-03-13 17:57:15.309,false,-1,true,0.396189,true,0.71131,true,0.719086,true,0.464168,true,0.413646
1741913835.814,2025-03-13 17:57:15.814,false,-1,true,0.412259,true,0.716516,true,0.762922,true,0.486482,true,0.434068
1741913836.3177,2025-03-13 17:57:16.317,false,-1,true,0.457342,true,0.720081,true,0.789593,true,0.536711,true,0.452692
1741913836.8215,2025-03-13 17:57:16.821,false,-1,true,0.457349,true,0.719938,true,0.799234,true,0.566227,true,0.476464
1741913837.3252,2025-03-13 17:57:17.325,false,-1,true,0.535673,true,0.715925,true,0.782171,true,0.601221,true,0.483653
1741913837.8288,2025-03-13 17:57:17.828,false,-1,true,0.546512,true,0.715786,true,0.735516,true,0.601158,true,0.503991
1741913838.3333,2025-03-13 17:57:18.333,false,-1,true,0.565507,true,0.719404,true,0.678819,true,0.585817,true,0.503949
1741913838.8376,2025-03-13 17:57:18.837,false,-1,true,0.54649,true,0.721874,true,0.632547,true,0.511064,true,0.452044
1741913839.3419,2025-03-13 17:57:19.341,false,-1,true,0.553529,true,0.721731,true,0.598942,true,0.474216,true,0.443732
1741913839.8466,2025-03-13 17:57:19.846,false,-1,true,0.553521,true,0.710848,true,0.574482,true,0.472358,true,0.434822
1741913840.3507,2025-03-13 17:57:20.350,false,-1,true,0.556176,true,0.683672,true,0.556595,true,0.471954,true,0.420958
1741913840.8557,2025-03-13 17:57:20.855,false,-1,true,0.556167,true,0.668654,true,0.544753,true,0.461254,true,0.407725
1741913841.3612,2025-03-13 17:57:21.361,false,-1,true,0.513721,true,0.648243,true,0.53497,true,0.404475,true,0.359239
1741913841.8642,2025-03-13 17:57:21.864,false,-1,true,0.498972,true,0.62088,true,0.528236,true,0.367482,true,0.340291
1741913842.3689,2025-03-13 17:57:22.368,false,-1,true,0.474884,true,0.620807,true,0.530023,true,0.367487,true,0.340298
1741913842.8732,2025-03-13 17:57:22.873,false,-1,true,0.466872,true,0.633947,true,0.553085,true,0.380198,true,0.349247
1741913843.3789,2025-03-13 17:57:23.378,false,-1,true,0.466877,true,0.665266,true,0.593071,true,0.418976,true,0.370591
1741913843.8828,2025-03-13 17:57:23.882,false,-1,true,0.446671,true,0.686324,true,0.629081,true,0.453008,true,0.399912
1741913844.3875,2025-03-13 17:57:24.387,false,-1,true,0.474412,true,0.700578,true,0.641245,true,0.458479,true,0.404497
1741913844.8931,2025-03-13 17:57:24.893,false,-1,true,0.474417,true,0.700452,true,0.623817,true,0.465441,true,0.406802
1741913845.3968,2025-03-13 17:57:25.396,false,-1,true,0.569473,true,0.697918,true,0.591141,true,0.465428,true,0.406797
1741913845.9012,2025-03-13 17:57:25.901,false,-1,true,0.569461,true,0.693443,true,0.565871,true,0.419089,true,0.37553
1741913846.4052,2025-03-13 17:57:26.405,false,-1,true,0.538756,true,0.683304,true,0.54983,true,0.419085,true,0.375531
1741913846.9075,2025-03-13 17:57:26.907,false,-1,true,0.442693,true,0.675536,true,0.541933,true,0.431626,true,0.395864
1741913847.4112,2025-03-13 17:57:27.411,false,-1,true,0.433395,true,0.660247,true,0.538811,true,0.46431,true,0.434326
1741913847.9158,2025-03-13 17:57:27.915,false,-1,true,0.37423,true,0.633895,true,0.535322,true,0.464298,true,0.434315
1741913848.42,2025-03-13 17:57:28.420,false,-1,true,0.304111,true,0.616805,true,0.528967,true,0.453647,true,0.427362
1741913848.9257,2025-03-13 17:57:28.925,false,-1,true,0.304166,true,0.616682,true,0.521406,true,0.409148,true,0.392173
1741913849.4298,2025-03-13 17:57:29.429,false,-1,true,0.386762,true,0.613056,true,0.515691,true,0.364698,true,0.36796
