1741911834.0879,2025-03-13 17:23:54.087,false,-1,true,0.582839,true,0.458228,true,0.422927,true,0.314496,true,0.343815
1741911834.5916,2025-03-13 17:23:54.591,false,-1,true,0.57714,true,0.449493,true,0.426074,true,0.299173,true,0.344424
1741911835.0956,2025-03-13 17:23:55.095,false,-1,true,0.576998,true,0.430463,true,0.428689,true,0.299365,true,0.344483
1741911835.6004,2025-03-13 17:23:55.600,false,-1,true,0.577034,true,0.413924,true,0.429745,true,0.312834,true,0.350959
1741911836.1054,2025-03-13 17:23:56.105,false,-1,true,0.576893,true,0.398377,true,0.430567,true,0.32038,true,0.351005
1741911836.6088,2025-03-13 17:23:56.608,false,-1,true,0.576753,true,0.377851,true,0.432158,true,0.346975,true,0.345377
1741911837.113,2025-03-13 17:23:57.113,false,-1,true,0.588492,true,0.362761,true,0.433757,true,0.34706,true,0.337663
1741911837.6169,2025-03-13 17:23:57.616,false,-1,true,0.607403,true,0.354367,true,0.435332,true,0.331604,true,0.326446
1741911838.1215,2025-03-13 17:23:58.121,false,-1,true,0.60719,true,0.350521,true,0.432899,true,0.316179,true,0.326544
1741911838.6253,2025-03-13 17:23:58.625,false,-1,true,0.571798,true,0.347613,true,0.436215,true,0.31277,true,0.326607
1741911839.1291,2025-03-13 17:23:59.129,false,-1,true,0.478968,true,0.345384,true,0.431954,true,0.284342,true,0.32225
1741911839.6348,2025-03-13 17:23:59.634,false,-1,true,0.364868,true,0.341725,true,0.431324,true,0.277414,true,0.286526
1741911840.139,2025-03-13 17:24:00.139,false,-1,true,0.365162,true,0.336792,true,0.429523,true,0.277663,true,0.276159
1741911840.6442,2025-03-13 17:24:00.644,false,-1,true,0.403899,true,0.328924,true,0.429192,true,0.284679,true,0.276439
1741911841.1483,2025-03-13 17:24:01.148,false,-1,true,0.476317,true,0.320786,true,0.425323,true,0.309559,true,0.29208
1741911841.652,2025-03-13 17:24:01.652,false,-1,true,0.483274,true,0.312176,true,0.429344,true,0.309719,true,0.296831
1741911842.1572,2025-03-13 17:24:02.157,false,-1,true,0.483762,true,0.309754,true,0.425896,true,0.309877,true,0.298573
1741911842.6609,2025-03-13 17:24:02.660,false,-1,true,0.562877,true,0.309431,true,0.428705,true,0.333246,true,0.30483
1741911843.1646,2025-03-13 17:24:03.164,false,-1,true,0.610645,true,0.305956,true,0.432289,true,0.352672,true,0.304986
1741911843.6695,2025-03-13 17:24:03.669,false,-1,true,0.618433,true,0.300736,true,0.437368,true,0.352744,true,0.302991
1741911844.1738,2025-03-13 17:24:04.173,false,-1,true,0.618197,true,0.30086,true,0.441768,true,0.364005,true,0.299517
1741911844.6785,2025-03-13 17:24:04.678,false,-1,true,0.599299,true,0.301578,true,0.443919,true,0.369608,true,0.29969
1741911845.1835,2025-03-13 17:24:05.183,false,-1,true,0.599116,true,0.3017,true,0.444164,true,0.369652,true,0.299861
1741911845.6869,2025-03-13 17:24:05.686,false,-1,true,0.643651,true,0.302173,true,0.438006,true,0.356514,true,0.306962
1741911846.1922,2025-03-13 17:24:06.192,false,-1,true,0.643339,true,0.301854,true,0.434141,true,0.351212,true,0.335975
1741911846.6963,2025-03-13 17:24:06.696,false,-1,true,0.607407,true,0.298028,true,0.438476,true,0.35666,true,0.337201
1741911847.2003,2025-03-13 17:24:07.200,false,-1,true,0.607205,true,0.29458,true,0.443008,true,0.372059,true,0.336113
1741911847.7053,2025-03-13 17:24:07.705,false,-1,true,0.614903,true,0.289416,true,0.446346,true,0.372098,true,0.335637
1741911848.2092,2025-03-13 17:24:08.209,false,-1,true,0.671758,true,0.281535,true,0.446813,true,0.358951,true,0.32483
1741911848.7139,2025-03-13 17:24:08.713,false,-1,true,0.67586,true,0.269856,true,0.443572,true,0.32227,true,0.314787
1741911849.2179,2025-03-13 17:24:09.217,false,-1,true,0.67543,true,0.259269,true,0.439228,true,0.297611,true,0.302798
1741911849.7216,2025-03-13 17:24:09.721,false,-1,true,0.627449,true,0.253528,true,0.436512,true,0.288065,true,0.300668
1741911850.2265,2025-03-13 17:24:10.226,false,-1,true,0.598014,true,0.243172,true,0.435441,true,0.279498,true,0.299341
1741911850.7301,2025-03-13 17:24:10.730,false,-1,true,0.570229,true,0.239109,true,0.435583,true,0.277554,true,0.2892
1741911851.2345,2025-03-13 17:24:11.234,false,-1,true,0.54657,true,0.235178,true,0.436334,true,0.277785,true,0.289404
1741911851.7394,2025-03-13 17:24:11.739,false,-1,true,0.546498,true,0.232917,true,0.436221,true,0.293947,true,0.300719
1741911852.2435,2025-03-13 17:24:12.243,false,-1,true,0.576971,true,0.233186,true,0.43571,true,0.298575,true,0.306799
1741911852.7475,2025-03-13 17:24:12.747,false,-1,true,0.590687,true,0.236349,true,0.436753,true,0.303109,true,0.313954
1741911853.252,2025-03-13 17:24:13.252,false,-1,true,0.590531,true,0.240029,true,0.43872,true,0.303272,true,0.314074
1741911853.756,2025-03-13 17:24:13.756,false,-1,true,0.543946,true,0.246301,true,0.439537,true,0.274502,true,0.312051
1741911854.2612,2025-03-13 17:24:14.261,false,-1,true,0.540658,true,0.251959,true,0.438455,true,0.266399,true,0.291635
1741911854.7656,2025-03-13 17:24:14.765,false,-1,true,0.540597,true,0.254923,true,0.43719,true,0.266659,true,0.291825
1741911855.2697,2025-03-13 17:24:15.269,false,-1,true,0.601185,true,0.257962,true,0.438321,true,0.289023,true,0.30114
1741911855.7747,2025-03-13 17:24:15.774,false,-1,true,0.601008,true,0.262261,true,0.441249,true,0.317293,true,0.310026
