1741913831.2725,2025-03-13 17:57:11.272,neutral,frown,0.045618,neutral,0.0
1741913831.3037,2025-03-13 17:57:11.303,neutral,frown,0.045618,neutral,0.0
1741913831.3348,2025-03-13 17:57:11.334,neutral,frown,0.045618,neutral,0.0
1741913831.3663,2025-03-13 17:57:11.366,neutral,frown,0.045618,neutral,0.0
1741913831.3976,2025-03-13 17:57:11.397,neutral,frown,0.480418,neutral,0.0
1741913831.4293,2025-03-13 17:57:11.429,neutral,frown,0.480418,neutral,0.0
1741913831.4611,2025-03-13 17:57:11.461,winkR,frown,0.480418,neutral,0.0
1741913831.4928,2025-03-13 17:57:11.492,winkR,frown,0.480418,neutral,0.0
1741913831.5243,2025-03-13 17:57:11.524,winkR,frown,0.507457,neutral,0.0
1741913831.556,2025-03-13 17:57:11.556,winkR,frown,0.507457,neutral,0.0
1741913831.5875,2025-03-13 17:57:11.587,winkR,frown,0.507457,neutral,0.0
1741913831.6187,2025-03-13 17:57:11.618,neutral,frown,0.507457,neutral,0.0
1741913831.6502,2025-03-13 17:57:11.650,neutral,frown,0.581565,neutral,0.0
1741913831.6819,2025-03-13 17:57:11.681,neutral,frown,0.581565,neutral,0.0
1741913831.7132,2025-03-13 17:57:11.713,neutral,frown,0.581565,neutral,0.0
1741913831.7451,2025-03-13 17:57:11.745,neutral,frown,0.581565,neutral,0.0
1741913831.7767,2025-03-13 17:57:11.776,neutral,frown,0.648441,neutral,0.0
1741913831.8084,2025-03-13 17:57:11.808,neutral,frown,0.648441,neutral,0.0
1741913831.8399,2025-03-13 17:57:11.839,neutral,frown,0.648441,neutral,0.0
1741913831.8714,2025-03-13 17:57:11.871,neutral,frown,0.648441,neutral,0.0
1741913831.9031,2025-03-13 17:57:11.903,neutral,frown,0.338484,neutral,0.0
1741913831.9344,2025-03-13 17:57:11.934,neutral,frown,0.338484,neutral,0.0
1741913831.9663,2025-03-13 17:57:11.966,neutral,frown,0.338484,neutral,0.0
1741913831.9978,2025-03-13 17:57:11.997,neutral,frown,0.338484,neutral,0.0
1741913832.0291,2025-03-13 17:57:12.029,neutral,frown,0.49882,neutral,0.0
1741913832.0607,2025-03-13 17:57:12.060,neutral,frown,0.49882,neutral,0.0
1741913832.0924,2025-03-13 17:57:12.092,winkL,frown,0.49882,neutral,0.0
1741913832.1239,2025-03-13 17:57:12.123,winkL,frown,0.49882,neutral,0.0
1741913832.1556,2025-03-13 17:57:12.155,winkL,frown,0.478572,neutral,0.0
1741913832.1873,2025-03-13 17:57:12.187,winkL,frown,0.478572,neutral,0.0
1741913832.2187,2025-03-13 17:57:12.218,winkL,frown,0.478572,neutral,0.0
1741913832.2498,2025-03-13 17:57:12.249,winkL,frown,0.478572,neutral,0.0
1741913832.2811,2025-03-13 17:57:12.281,winkL,frown,0.448142,neutral,0.0
1741913832.3124,2025-03-13 17:57:12.312,winkL,frown,0.448142,neutral,0.0
1741913832.3437,2025-03-13 17:57:12.343,winkL,frown,0.448142,neutral,0.0
1741913832.3755,2025-03-13 17:57:12.375,winkL,frown,0.448142,neutral,0.0
1741913832.407,2025-03-13 17:57:12.407,winkL,frown,0.354795,neutral,0.0
1741913832.4385,2025-03-13 17:57:12.438,neutral,frown,0.354795,neutral,0.0
1741913832.4702,2025-03-13 17:57:12.470,neutral,frown,0.354795,neutral,0.0
1741913832.5019,2025-03-13 17:57:12.501,neutral,frown,0.354795,neutral,0.0
1741913832.5333,2025-03-13 17:57:12.533,neutral,frown,0.271581,neutral,0.0
1741913832.5644,2025-03-13 17:57:12.564,neutral,frown,0.271581,neutral,0.0
1741913832.5959,2025-03-13 17:57:12.595,neutral,frown,0.271581,neutral,0.0
1741913832.6272,2025-03-13 17:57:12.627,neutral,frown,0.271581,neutral,0.0
1741913832.659,2025-03-13 17:57:12.659,neutral,frown,0.132095,neutral,0.0
1741913832.6909,2025-03-13 17:57:12.690,neutral,frown,0.132095,neutral,0.0
1741913832.7228,2025-03-13 17:57:12.722,neutral,frown,0.132095,neutral,0.0
1741913832.7545,2025-03-13 17:57:12.754,neutral,frown,0.132095,neutral,0.0
1741913832.7864,2025-03-13 17:57:12.786,neutral,frown,0.124154,neutral,0.0
1741913832.8178,2025-03-13 17:57:12.817,neutral,frown,0.124154,neutral,0.0
1741913832.8491,2025-03-13 17:57:12.849,neutral,frown,0.124154,neutral,0.0
