1741913529.6778,2025-03-13 17:52:09.677,2,35,1.0,67,4,4,0,4,4
1741913530.1977,2025-03-13 17:52:10.197,2,35,1.0,67,4,4,0,4,4
1741913530.6946,2025-03-13 17:52:10.694,2,35,1.0,67,4,4,0,4,4
1741913531.1915,2025-03-13 17:52:11.191,2,35,1.0,50,4,2,0,4,4
1741913531.7106,2025-03-13 17:52:11.710,2,35,1.0,67,4,4,0,4,4
1741913532.2071,2025-03-13 17:52:12.207,2,35,1.0,67,4,4,0,4,4
1741913532.7027,2025-03-13 17:52:12.702,2,35,1.0,67,4,4,0,4,4
1741913533.2248,2025-03-13 17:52:13.224,2,35,1.0,67,4,4,0,4,4
1741913533.7215,2025-03-13 17:52:13.721,2,35,1.0,67,4,4,0,4,4
1741913534.2177,2025-03-13 17:52:14.217,2,35,1.0,50,4,2,0,4,4
1741913534.7383,2025-03-13 17:52:14.738,2,35,1.0,67,4,4,0,4,4
1741913535.2337,2025-03-13 17:52:15.233,2,35,1.0,67,4,4,0,4,4
1741913535.7316,2025-03-13 17:52:15.731,2,35,1.0,67,4,4,0,4,4
1741913536.2519,2025-03-13 17:52:16.251,2,35,1.0,67,4,4,0,4,4
1741913536.7468,2025-03-13 17:52:16.746,2,35,1.0,67,4,4,0,4,4
1741913537.2431,2025-03-13 17:52:17.243,2,35,1.0,67,4,4,0,4,4
1741913537.7632,2025-03-13 17:52:17.763,2,35,1.0,67,4,4,0,4,4
1741913538.26,2025-03-13 17:52:18.260,2,35,1.0,67,4,4,0,4,4
1741913538.7568,2025-03-13 17:52:18.756,2,35,1.0,67,4,4,0,4,4
1741913539.2766,2025-03-13 17:52:19.276,2,35,1.0,67,4,4,0,4,4
1741913539.7729,2025-03-13 17:52:19.772,2,35,1.0,67,4,4,0,4,4
1741913540.2697,2025-03-13 17:52:20.269,2,35,1.0,67,4,4,0,4,4
1741913540.7888,2025-03-13 17:52:20.788,2,35,1.0,67,4,4,0,4,4
1741913541.2851,2025-03-13 17:52:21.285,2,35,1.0,67,4,4,0,4,4
1741913541.7814,2025-03-13 17:52:21.781,2,35,1.0,67,4,4,0,4,4
1741913542.3021,2025-03-13 17:52:22.302,2,35,1.0,67,4,4,0,4,4
1741913542.7985,2025-03-13 17:52:22.798,2,35,1.0,67,4,4,0,4,4
1741913543.2959,2025-03-13 17:52:23.295,2,35,1.0,67,4,4,0,4,4
1741913543.8158,2025-03-13 17:52:23.815,2,35,1.0,67,4,4,0,4,4
1741913544.3134,2025-03-13 17:52:24.313,2,35,1.0,67,4,4,0,4,4
1741913544.8083,2025-03-13 17:52:24.808,2,35,1.0,67,4,4,0,4,4
1741913545.33,2025-03-13 17:52:25.330,2,35,1.0,67,4,4,0,4,4
1741913545.8266,2025-03-13 17:52:25.826,2,35,1.0,50,4,2,0,4,4
1741913546.3225,2025-03-13 17:52:26.322,2,35,1.0,67,4,4,0,4,4
1741913546.8436,2025-03-13 17:52:26.843,2,35,1.0,67,4,4,0,4,4
1741913547.3384,2025-03-13 17:52:27.338,2,35,1.0,67,4,4,0,4,4
1741913547.8359,2025-03-13 17:52:27.835,2,35,1.0,67,4,4,0,4,4
1741913548.3562,2025-03-13 17:52:28.356,2,35,1.0,67,4,4,0,4,4
1741913548.8514,2025-03-13 17:52:28.851,2,35,1.0,75,4,4,1,4,4
1741913549.3481,2025-03-13 17:52:29.348,2,35,1.0,67,4,4,0,4,4
1741913549.8708,2025-03-13 17:52:29.870,2,35,1.0,67,4,4,0,4,4
1741913550.3664,2025-03-13 17:52:30.366,2,35,1.0,50,4,2,0,4,4
1741913550.8623,2025-03-13 17:52:30.862,2,35,1.0,67,4,4,0,4,4
1741913551.3808,2025-03-13 17:52:31.380,2,35,1.0,67,4,4,0,4,4
1741913551.8779,2025-03-13 17:52:31.877,2,35,1.0,67,4,4,0,4,4
1741913552.3736,2025-03-13 17:52:32.373,2,35,1.0,67,4,4,0,4,4
1741913552.893,2025-03-13 17:52:32.893,2,35,1.0,67,4,2,2,4,4
1741913553.3918,2025-03-13 17:52:33.391,2,35,1.0,50,4,2,0,4,4
1741913553.8861,2025-03-13 17:52:33.886,2,35,1.0,67,4,4,0,4,4
1741913554.4057,2025-03-13 17:52:34.405,2,35,1.0,67,4,4,0,4,4
1741913554.9027,2025-03-13 17:52:34.902,2,35,1.0,67,4,4,0,4,4
1741913555.4003,2025-03-13 17:52:35.400,2,35,1.0,67,4,4,0,4,4
1741913555.9206,2025-03-13 17:52:35.920,2,35,1.0,67,4,4,0,4,4
1741913556.4164,2025-03-13 17:52:36.416,2,35,1.0,67,4,4,0,4,4
1741913556.9127,2025-03-13 17:52:36.912,2,35,1.0,67,4,4,0,4,4
