1741913529.6778,2025-03-13 17:52:09.677,0.79,0.57,-0.23
1741913530.1819,2025-03-13 17:52:10.181,0.78,0.59,-0.21
1741913530.6868,2025-03-13 17:52:10.686,0.78,0.59,-0.21
1741913531.1915,2025-03-13 17:52:11.191,0.73,0.63,-0.26
1741913531.695,2025-03-13 17:52:11.695,0.70,0.63,-0.34
1741913532.1993,2025-03-13 17:52:12.199,0.71,0.62,-0.33
1741913532.7027,2025-03-13 17:52:12.702,0.72,0.61,-0.33
1741913533.2092,2025-03-13 17:52:13.209,0.72,0.61,-0.32
1741913533.7137,2025-03-13 17:52:13.713,0.73,0.62,-0.29
1741913534.2177,2025-03-13 17:52:14.217,0.74,0.62,-0.28
1741913534.7225,2025-03-13 17:52:14.722,0.76,0.60,-0.26
1741913535.2259,2025-03-13 17:52:15.225,0.80,0.56,-0.21
1741913535.7316,2025-03-13 17:52:15.731,0.80,0.57,-0.21
1741913536.2359,2025-03-13 17:52:16.235,0.81,0.55,-0.20
1741913536.7389,2025-03-13 17:52:16.738,0.81,0.54,-0.22
1741913537.2431,2025-03-13 17:52:17.243,0.80,0.55,-0.25
1741913537.7474,2025-03-13 17:52:17.747,0.80,0.55,-0.25
1741913538.2523,2025-03-13 17:52:18.252,0.82,0.53,-0.22
1741913538.7568,2025-03-13 17:52:18.756,0.82,0.53,-0.22
1741913539.2608,2025-03-13 17:52:19.260,0.79,0.56,-0.24
1741913539.765,2025-03-13 17:52:19.765,0.77,0.58,-0.27
1741913540.2697,2025-03-13 17:52:20.269,0.76,0.59,-0.27
1741913540.7732,2025-03-13 17:52:20.773,0.73,0.62,-0.29
1741913541.2774,2025-03-13 17:52:21.277,0.73,0.62,-0.29
1741913541.7814,2025-03-13 17:52:21.781,0.74,0.61,-0.28
1741913542.2863,2025-03-13 17:52:22.286,0.74,0.61,-0.28
1741913542.7908,2025-03-13 17:52:22.790,0.71,0.60,-0.36
1741913543.2959,2025-03-13 17:52:23.295,0.71,0.60,-0.38
1741913543.8002,2025-03-13 17:52:23.800,0.69,0.60,-0.40
1741913544.3056,2025-03-13 17:52:24.305,0.69,0.60,-0.40
1741913544.8083,2025-03-13 17:52:24.808,0.69,0.61,-0.38
